time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-05-21T10:44:52.200Z,41.071,29.33,13,2.7,md,9,120.8,,,us,usp000cvry,2014-11-07T01:22:22.027Z,"11 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,isk,isk
2004-05-20T14:36:16.400Z,41.188,28.891,20,2.7,md,6,218.2,,,us,usp000cvpd,2014-11-07T01:22:21.592Z,"9 km NNE of Sultangazi, Turkey",earthquake,,,,,reviewed,isk,isk
2004-05-16T03:30:48.790Z,40.696,29.322,11,4.4,mb,174,13.7,,,us,usp000cv63,2014-11-07T01:22:19.425Z,"3 km N of Çiftlikköy, Turkey",earthquake,,,,15,reviewed,isk,us
2004-02-25T03:29:17.000Z,40.612,29.082,20,2.6,md,5,123.3,,,us,usp000cn5w,2014-11-07T01:21:27.684Z,"4 km ESE of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-25T03:22:11.200Z,40.636,29.052,6,2.6,md,8,85.8,,,us,usp000cn5v,2014-11-07T01:21:27.683Z,"1 km ENE of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-20T14:14:19.700Z,41.205,28.462,9,2.6,md,4,266.3,,,us,usp000cmp9,2014-11-07T01:21:23.734Z,"6 km N of Çatalca, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-20T12:04:03.000Z,40.812,29.488,13,2.5,md,6,137.8,,,us,usp000cmp4,2014-11-07T01:21:23.723Z,"2 km WSW of Tav?anl?, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-19T14:44:26.600Z,41.026,28.84,10,2.5,md,5,145,,,us,usp000cmkg,2014-11-07T01:21:22.885Z,"Western Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-19T12:57:23.500Z,40.719,29.22,16,2.8,md,6,127.3,,,us,usp000cmkc,2014-11-07T01:21:22.880Z,"Western Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-19T10:53:12.300Z,40.609,29.135,5,2.6,md,5,137.2,,,us,usp000cmjz,2014-11-07T01:21:22.847Z,"4 km SSE of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-18T13:29:10.500Z,40.838,29.539,19,2.6,md,4,168.8,,,us,usp000cmfz,2014-11-07T01:21:22.237Z,"3 km NE of Tav?anl?, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-18T03:30:21.200Z,40.634,29.094,7,2.8,md,12,84.5,,,us,usp000cmf0,2014-11-07T01:21:22.145Z,"2 km WSW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-17T10:45:50.500Z,40.694,29.052,9,2.6,md,6,82.7,,,us,usp000cmdm,2014-11-07T01:21:22.029Z,"7 km NNE of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-17T10:40:45.400Z,40.629,29.074,23,2.7,md,7,88,,,us,usp000cmdk,2014-11-07T01:21:22.027Z,"3 km E of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-17T05:08:53.900Z,40.687,29.114,4,2.7,md,4,120.3,,,us,usp000cmd1,2014-11-07T01:21:21.933Z,"4 km N of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2004-02-10T02:48:47.400Z,40.742,29.191,5,2.6,md,6,94.6,,,us,usp000ckvk,2014-11-07T01:21:19.942Z,"Western Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-06T05:14:30.000Z,40.452,28.438,10,3,md,12,68.3,,,us,usp000ch8k,2014-11-07T01:20:59.586Z,"27 km NNE of Karacabey, Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-03T14:10:32.400Z,41.166,28.885,14,2.7,md,5,212.8,,,us,usp000cgz1,2014-11-07T01:20:57.922Z,"Western Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-03T11:13:40.200Z,41.102,29.335,11,2.6,md,4,223.8,,,us,usp000cgyr,2014-11-07T01:20:57.730Z,"14 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-02T10:43:40.300Z,41.171,29.015,7,2.7,md,4,217.9,,,us,usp000cguq,2014-11-07T01:20:56.496Z,"6 km S of Ar?köy, Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-01T13:26:59.900Z,41.089,29.36,11,2.7,md,5,223.7,,,us,usp000cgrt,2014-11-07T01:20:55.503Z,"14 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-01T11:04:47.400Z,41.083,29.356,11,2.7,md,4,222.2,,,us,usp000cgrc,2014-11-07T01:20:55.345Z,"13 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-01T09:49:59.700Z,41.17,28.872,11,2.6,md,5,213.5,,,us,usp000cgr5,2014-11-07T01:20:55.279Z,"7 km N of Sultangazi, Turkey",earthquake,,,,,reviewed,isk,isk
2004-01-01T06:00:08.400Z,40.712,29.255,12,2.6,md,5,166.6,,,us,usp000cgqe,2014-11-07T01:20:54.736Z,"6 km NNW of Yalova, Turkey",earthquake,,,,,reviewed,isk,isk
2003-03-08T11:18:07.410Z,40.441,30.299,33,3.8,mb,27,130.9,,1.23,us,usp000bs6w,2014-11-07T01:18:01.529Z,"7 km S of Geyve, Turkey",earthquake,,,,9,reviewed,us,us
2002-09-14T12:33:14.900Z,40.864,29.499,15,2.5,md,5,,,,us,usp000bc7t,2014-11-07T01:16:30.987Z,"5 km NNW of Tav?anl?, Turkey",earthquake,,,,,reviewed,isk,isk
2002-05-05T09:22:10.140Z,40.553,28.327,10,3.8,mb,40,,,1.27,us,usp000b3sh,2014-11-07T01:15:34.927Z,"37 km NE of Band?rma, Turkey",earthquake,,,,8,reviewed,us,us
2001-09-18T17:02:44.800Z,40.684,29.324,10,2.5,md,5,,,,us,usp000ape1,2014-11-07T01:13:49.111Z,"2 km N of Çiftlikköy, Turkey",earthquake,,,,,reviewed,isk,isk
2001-08-09T12:28:43.500Z,40.816,29.46,11,2.6,md,6,,,,us,usp000am3n,2014-11-07T01:13:30.971Z,"2 km ENE of Gebze, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-07T18:20:05.600Z,40.826,28.766,14,2.6,md,4,,,,us,usp000ag7z,2014-11-07T01:13:00.280Z,"19 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-07T17:53:04.200Z,40.866,28.725,5,2.8,md,8,,,,us,usp000ag7w,2014-11-07T01:13:00.160Z,"14 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-07T14:34:57.200Z,40.855,28.735,12,3,md,8,,,,us,usp000ag7r,2014-11-07T01:13:00.002Z,"15 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-07T14:32:43.700Z,40.863,28.716,5,3,md,9,,,,us,usp000ag7q,2014-11-07T01:12:59.991Z,"14 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-04T03:22:55.500Z,40.862,28.726,6,2.6,md,4,,,,us,usp000ag0j,2014-11-07T01:12:58.329Z,"14 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-01T08:18:24.800Z,40.891,28.701,7,2.6,md,6,,,,us,usp000afvf,2014-11-07T01:12:54.889Z,"11 km S of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-01T07:05:45.200Z,40.85,28.74,5,3.1,md,11,,,,us,usp000afvc,2014-11-07T01:12:54.696Z,"16 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-06-01T05:43:26.700Z,40.858,28.718,9,3,md,10,,,,us,usp000afv7,2014-11-07T01:12:54.561Z,"14 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,isk,isk
2001-05-08T11:32:22.300Z,40.648,29.152,7,3.1,md,11,,,,us,usp000aekz,2014-11-07T01:12:46.473Z,"1 km SW of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
2001-04-19T10:22:40.100Z,40.409,29.201,10,2.7,md,4,,,,us,usp000adjf,2014-11-07T01:12:36.091Z,"1 km ESE of Umurbey, Turkey",earthquake,,,,,reviewed,isk,isk
2001-04-17T11:41:58.900Z,40.823,29.458,8,2.6,md,4,,,,us,usp000adek,2014-11-07T01:12:35.535Z,"3 km NE of Gebze, Turkey",earthquake,,,,,reviewed,isk,isk
2001-04-16T03:03:18.800Z,40.465,28.934,10,2.8,md,9,,,,us,usp000adb9,2014-11-07T01:12:35.152Z,"10 km NNE of Mudanya, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-28T19:47:57.600Z,40.679,28.968,7,2.5,md,6,,,,us,usp000aamf,2014-11-07T01:12:13.525Z,"7 km NW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-28T17:59:58.600Z,40.771,29.211,5,2.6,md,5,,,,us,usp000aam4,2014-11-07T01:12:13.431Z,"11 km SW of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-26T10:18:43.200Z,40.648,29.039,12,2.6,md,7,,,,us,usp000aae6,2014-11-07T01:12:12.249Z,"2 km NNE of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-26T06:57:23.800Z,40.731,30.266,15,3.3,md,9,,,,us,usp000aads,2014-11-07T01:12:12.206Z,"4 km N of Sapanca, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-22T21:25:40.300Z,40.576,28.948,14,2.7,md,9,,,,us,usp000aa5f,2014-11-07T01:12:11.059Z,"9 km SW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-22T17:50:18.500Z,40.681,29.163,7,2.7,md,6,,,,us,usp000aa57,2014-11-07T01:12:11.037Z,"2 km N of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-21T08:35:56.000Z,40.578,28.968,9,2.7,md,9,,,,us,usp000aa1g,2014-11-07T01:12:10.610Z,"7 km SW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-21T08:19:42.400Z,40.566,28.975,10,2.8,md,10,,,,us,usp000aa1f,2014-11-07T01:12:10.609Z,"8 km SSW of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-21T03:37:04.100Z,40.79,29.211,13,2.6,md,7,,,,us,usp000aa0w,2014-11-07T01:12:10.571Z,"10 km SW of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2001-02-20T05:51:49.800Z,40.768,30.191,11,2.7,md,4,,,,us,usp000a9yw,2014-11-07T01:12:10.406Z,"10 km NW of Sapanca, Turkey",earthquake,,,,,reviewed,isk,isk
2001-01-16T03:33:02.470Z,40.916,29.097,10,3.8,mb,41,,,1.21,us,usp000a7s8,2014-11-07T01:11:56.127Z,"3 km ENE of K?nal?, Turkey",earthquake,,,,1,reviewed,us,us
2001-01-12T05:39:57.400Z,40.742,29.058,14,2.7,md,4,,,,us,usp000a7j5,2014-11-07T01:11:55.236Z,"12 km NNW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2001-01-08T16:53:32.400Z,40.757,29.363,11,2.8,md,10,,,,us,usp000a7b2,2014-11-07T01:11:53.255Z,"7 km SW of Gebze, Turkey",earthquake,,,,,reviewed,isk,isk
2001-01-08T13:10:41.600Z,40.523,29.252,5,2.5,md,4,,,,us,usp000a7av,2014-11-07T01:11:53.236Z,"6 km NW of Orhangazi, Turkey",earthquake,,,,,reviewed,isk,isk
2000-11-26T09:01:14.220Z,40.63,29.126,10.4,3.2,md,10,,,,us,usp000a500,2014-11-07T01:11:34.201Z,"1 km S of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2000-11-23T06:12:15.670Z,40.706,29.428,11,3,md,7,,,,us,usp000a4qt,2014-11-07T01:11:33.039Z,"4 km NE of Ta?köprü, Turkey",earthquake,,,,,reviewed,isk,isk
2000-11-11T23:29:24.610Z,40.658,29.127,13.2,3.2,md,9,,,,us,usp000a3ex,2014-11-07T01:11:27.984Z,"1 km N of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2000-10-18T16:30:49.800Z,40.8,29.236,10,2.6,md,4,,,,us,usp000a21k,2014-11-07T01:11:17.288Z,"8 km SW of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-30T13:01:35.400Z,40.748,29.089,5,2.7,md,7,,,,us,usp000a11u,2014-11-07T01:11:08.397Z,"11 km NNW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-30T12:14:47.300Z,40.883,29.3,12,2.7,md,8,,,,us,usp000a11s,2014-11-07T01:11:08.394Z,"4 km N of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-21T14:13:42.300Z,40.55,29.012,10,2.9,md,4,,,,us,usp000a0me,2014-11-07T01:11:06.624Z,"9 km S of Kocadere, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-20T19:19:38.200Z,40.876,29.285,12,2.9,md,8,,,,us,usp000a0jz,2014-11-07T01:11:06.403Z,"3 km NNW of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-19T09:22:45.820Z,40.739,29.224,10,3.6,mb,30,,,0.88,us,usp000a0gr,2014-11-07T01:11:05.998Z,"10 km NNW of Yalova, Turkey",earthquake,,,,1,reviewed,us,us
2000-09-18T14:13:16.300Z,40.786,29.247,10,2.9,md,7,,,,us,usp000a0fp,2014-11-07T01:11:05.934Z,"8 km SW of ?çmeler, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-18T09:57:15.900Z,40.761,29.155,10,2.5,md,4,,,,us,usp000a0fb,2014-11-07T01:11:05.901Z,"11 km N of Koruköy, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-18T09:56:30.200Z,40.951,29.363,8,2.7,md,6,,,,us,usp000a0fa,2014-11-07T01:11:05.900Z,"7 km E of Sultanbeyli, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-17T14:34:45.500Z,40.485,29.165,10,2.7,md,8,,,,us,usp000a0dp,2014-11-07T01:11:05.728Z,"6 km ENE of Küçükkumla, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-16T23:45:51.600Z,40.75,29.956,9,2.6,md,5,,,,us,usp000a0bt,2014-11-07T01:11:05.581Z,"2 km SE of ?zmit, Turkey",earthquake,,,,,reviewed,isk,isk
2000-09-06T14:22:59.290Z,40.648,29.193,7.8,3.6,mb,21,,,,us,usp0009zt6,2014-11-07T01:11:03.142Z,"2 km ESE of Koruköy, Turkey",earthquake,,,,1,reviewed,isk,us
2000-07-07T00:15:30.990Z,40.837,29.218,8.8,4.2,mb,89,,,,us,usp0009vyh,2020-07-08T00:58:03.760Z,"7 km W of ?çmeler, Turkey",earthquake,,,,34,reviewed,isk,us
2000-05-22T01:33:37.120Z,40.822,30.311,1.4,3,md,,,,,us,usp0009ta5,2014-11-07T01:10:10.880Z,"Western Turkey",earthquake,,,,,reviewed,isk,isk
